date,maxtemp,mintemp,weather_rain,weather_snow,weather_sun
20030806,31.7,26.2,0.0,,13.1
20030807,28.9,24.4,0.0,,12.3
20030808,30.7,24.8,0.0,,13.4
20030809,31.1,25.4,0.0,,12.3
20030810,31.5,25.7,0.0,,12.7
20030811,29.1,23.9,0.0,,13.3
20030812,29.6,23.3,0.0,,12.4
20030813,35.5,27.8,0.0,,10.9
20030814,37.3,29.6,0.05,,7.3
20030815,27.2,23.6,0.0,,3.4
20030816,30.1,23.9,0.0,,8.2
20030817,31.5,26.0,0.0,,9.8
20030818,34.7,28.2,0.0,,10.9
20030819,32.3,24.6,0.0,,12.2
20030820,30.3,24.8,0.0,,12.4
20030821,30.5,24.5,0.0,,6.8
20030822,33.3,26.7,0.0,,9.9
20030823,32.5,27.8,0.0,,12.3
20030824,28.9,24.4,0.0,,12.7
20030825,26.6,21.8,0.0,,11.1
20030826,27.6,21.7,0.0,,12.3
20030827,30.6,24.8,0.0,,10.8
20030828,28.4,23.4,0.0,,9.8
20030829,34.8,27.1,0.0,,7.3
20030830,31.4,21.6,0.55,,4.4
20030831,23.2,16.2,0.58,,0.0
20030901,20.9,16.5,0.0,,11.5
20030902,18.9,15.3,0.0,,6.1
20030903,18.4,14.0,0.0,,10.5
20030904,20.3,15.5,0.0,,3.6
20030905,23.2,17.6,0.0,,10.3
20030906,23.1,18.0,0.0,,10.3
20030907,23.6,17.5,0.0,,9.5
20030908,24.5,19.0,0.0,,9.9
20030909,25.7,20.4,0.0,,5.0
20030910,22.9,19.4,0.0,,0.8
20030911,23.3,18.2,0.0,,8.1
20030912,17.3,14.5,0.0,,0.0
20030913,18.3,15.6,0.0,,0.8
20030914,21.9,17.0,0.0,,10.2
20030915,22.3,17.4,0.0,,11.1
20030916,23.4,17.6,0.0,,10.3
20030917,25.2,19.6,0.0,,11.0
20030918,26.4,20.0,0.0,,10.4
20030919,27.4,20.0,0.0,,10.6
20030920,29.0,20.9,0.0,,10.8
20030921,29.4,21.6,0.0,,9.8
20030922,29.7,21.6,0.0,,9.9
20030923,29.1,22.6,0.0,,9.4
20030924,25.2,15.2,0.36,,0.0
20030925,19.6,15.4,0.0,,9.3
20030926,20.3,14.5,0.0,,9.7
20030927,21.5,15.6,0.0,,8.3
20030928,22.5,16.8,0.0,,7.4
20030929,20.4,16.0,0.54,,0.0
20030930,18.9,14.7,0.0,,10.1
20031001,19.9,14.4,0.0,,7.3
20031002,24.6,19.2,0.0,,6.6
20031003,25.2,20.6,0.0,,5.6
20031004,22.2,17.1,0.47,,1.7
20031005,21.9,14.6,1.02,,1.9
20031006,13.7,10.5,0.0,,5.0
20031007,15.9,11.5,1.61,,2.9
20031008,12.6,9.3,0.01,,1.0
20031009,12.5,9.4,0.06,,3.4
20031010,12.8,10.6,0.0,,0.5
20031011,18.4,15.0,0.0,,4.1
20031012,15.6,12.6,0.0,,9.6
20031013,13.9,8.9,0.0,,9.3
20031014,13.7,8.7,0.0,,8.3
20031015,12.8,7.8,0.0,,9.1
20031016,9.2,5.5,0.01,,0.6
20031017,11.1,7.6,0.0,,7.2
20031018,11.2,6.2,0.0,,7.9
20031019,7.8,5.5,0.0,,0.0
20031020,10.6,7.8,1.35,,0.0
20031021,15.7,10.7,0.0,,1.3
20031022,9.9,7.2,0.0,,0.0
20031023,9.4,6.6,0.76,,0.1
20031024,6.9,1.6,0.09,,0.0
20031025,4.9,1.4,0.0,,7.6
20031026,9.0,4.9,0.0,,1.8
20031027,10.6,4.8,0.0,,4.4
20031028,7.4,3.3,0.0,,8.1
20031029,5.4,3.5,0.72,,0.1
20031030,6.5,5.7,2.04,,0.0
20031031,13.0,9.0,0.0,,2.7
20031101,18.2,13.6,2.89,,0.0
20031102,15.4,10.4,0.15,,0.0
20031103,15.2,9.4,0.0,,7.8
20031104,14.8,10.1,0.0,,8.6
20031105,13.7,8.7,0.0,,8.6
20031106,10.0,7.0,0.0,,2.1
20031107,8.3,7.3,0.14,,0.0
20031108,11.7,7.4,0.0,,8.1
20031109,12.9,6.5,0.0,,7.8
20031110,6.8,4.3,0.0,,2.6
20031111,6.8,3.7,0.0,,8.2
20031112,6.0,2.0,0.0,,8.1
20031113,6.4,1.6,0.0,,6.6
20031114,6.0,2.8,0.56,,4.7
20031115,5.2,3.1,0.0,,0.0
20031116,4.6,3.2,0.02,,0.0
20031117,8.3,6.5,0.01,,0.0
20031118,9.8,7.9,0.01,,0.4
20031119,16.6,12.7,0.0,,3.8
20031120,14.4,11.2,0.0,,6.4
20031121,9.6,5.6,0.0,,0.0
20031122,7.4,6.0,0.0,,0.0
20031123,8.9,6.1,0.01,,2.9
20031124,9.9,7.0,0.0,,2.0
20031125,10.8,8.9,0.0,,0.2
20031126,12.5,10.3,0.03,,0.0
20031127,14.0,11.0,0.04,,4.1
20031128,13.3,10.7,0.74,,2.7
20031129,12.6,9.7,0.03,,0.0
20031130,10.6,9.5,0.0,,0.0
20031201,10.5,8.5,0.0,,0.2
20031202,9.4,7.5,0.0,,0.0
20031203,8.8,5.4,0.0,,6.9
20031204,4.9,2.9,0.0,,5.0
20031205,4.7,3.0,0.0,,0.4
20031206,7.5,3.7,0.01,,0.5
20031207,4.1,1.1,0.0,,7.5
20031208,2.9,-0.9,0.0,,7.6
20031209,3.5,-0.5,0.0,,7.5
20031210,3.0,-0.6,0.0,,4.7
20031211,3.1,1.3,0.01,,1.6
20031212,7.4,3.2,0.0,,1.8
20031213,5.5,2.0,0.23,,4.4
20031214,6.0,2.0,0.0,,0.0
20031215,7.2,3.3,0.0,,2.8
20031216,3.1,0.8,0.0,,4.4
20031217,2.3,0.2,0.0,,7.6
20031218,6.7,3.2,0.0,,7.3
20031219,3.1,-0.4,0.0,,0.0
20031220,0.8,-0.9,0.0,,0.0
20031221,6.6,1.5,0.22,,0.0
20031222,7.0,5.1,0.0,,0.0
20031223,4.6,0.1,0.0,,6.3
20031224,0.9,-1.7,0.0,,7.5
20031225,1.4,-3.7,0.0,,7.7
20031226,1.3,-2.8,0.0,,7.1
20031227,-1.2,-4.6,0.0,,0.0
20031228,-0.9,-2.2,0.0,,0.0
20031229,3.2,1.7,0.0,,0.4
20031230,6.3,4.7,0.01,,0.2
20031231,8.5,6.3,0.03,,0.0
